
4K频道,#genre#
环球奇观,https://live.goodiptv.club/api/ghyx.php?id=HuanQiuQiGuanHD_2000
环球旅游,https://live.goodiptv.club/api/ghyx.php?id=HuanQiuLvYouHD_2000
生态环境,https://live.goodiptv.club/api/ghyx.php?id=XinYuLeHD_2000
置业频道,https://live.goodiptv.club/api/ghyx.php?id=ZhiYePinDaoHD_2000
聚鲨环球精选,https://live.goodiptv.club/api/ghyx.php?id=GHSHD_6000
茶频道,https://live.goodiptv.club/api/ghyx.php?id=ChaPinDaoHD_2000
财富天下,https://live.goodiptv.club/api/ghyx.php?id=CaiFuTianXiaHD_2000
足球频道,https://live.goodiptv.club/api/ghyx.php?id=ZuQiuHD_6000
都市剧场,https://live.goodiptv.club/api/ghyx.php?id=DuShiJuChangHD_6000

卫视,#genre#
三沙卫视,https://live.goodiptv.club/api/ghyx.php?id=SanShaHD2_6000
东南卫视,https://live.goodiptv.club/api/ghyx.php?id=FuJianHD_6000
东方卫视,https://live.goodiptv.club/api/ghyx.php?id=DongFangHD_6000
云南卫视,https://live.goodiptv.club/api/ghyx.php?id=YunNanHD2_6000
兵团卫视,https://live.goodiptv.club/api/ghyx.php?id=BTTVHD_2000
内蒙古卫视,https://live.goodiptv.club/api/ghyx.php?id=NeiMengGuHD_2000
北京卫视,https://live.goodiptv.club/api/ghyx.php?id=BTV1HD_6000
北京卫视BTV-1,https://live.goodiptv.club/api/ghyx.php?id=BTV1HD_6000
厦门卫视,https://live.goodiptv.club/api/ghyx.php?id=XiaMenHD_2000
吉林卫视,https://live.goodiptv.club/api/ghyx.php?id=JiLinWeiShiHD_6000
四川卫视,https://live.goodiptv.club/api/ghyx.php?id=SiChuanHD_6000
天津卫视,https://live.goodiptv.club/api/ghyx.php?id=TianJinHD_6000
宁夏卫视,https://live.goodiptv.club/api/ghyx.php?id=NingXiaHD_2000
安徽卫视,https://live.goodiptv.club/api/ghyx.php?id=AnHuiHD_6000
山东卫视,https://live.goodiptv.club/api/ghyx.php?id=ShanDongHD_6000
山西卫视,https://live.goodiptv.club/api/ghyx.php?id=ShanXiHD_2000
广东卫视,https://live.goodiptv.club/api/ghyx.php?id=GuangDongHD_6000
广西卫视,https://live.goodiptv.club/api/ghyx.php?id=GuangXiHD_6000
新疆卫视,https://live.goodiptv.club/api/ghyx.php?id=XinJiangHD_2000
江苏卫视,https://live.goodiptv.club/api/ghyx.php?id=JiangSuHD_6000
江西卫视,https://live.goodiptv.club/api/ghyx.php?id=JiangXiHD_6000
河北卫视,https://live.goodiptv.club/api/ghyx.php?id=HeBeiHD_6000
河南卫视,https://live.goodiptv.club/api/ghyx.php?id=HeNanHD_6000
浙江卫视,https://live.goodiptv.club/api/ghyx.php?id=ZheJiangHD_6000
海南卫视,https://live.goodiptv.club/api/ghyx.php?id=LvYouWeiShiHD_6000
深圳卫视,https://live.goodiptv.club/api/ghyx.php?id=ShenZhenHD_6000
湖北卫视,https://live.goodiptv.club/api/ghyx.php?id=HuBeiHD_6000
湖南卫视,https://live.goodiptv.club/api/ghyx.php?id=HuNanHD_6000
甘肃卫视,https://live.goodiptv.club/api/ghyx.php?id=GanSuHD2_6000
西藏卫视,https://live.goodiptv.club/api/ghyx.php?id=XiZangHD_2000
贵州卫视,https://live.goodiptv.club/api/ghyx.php?id=GuiZhouHD_2000
辽宁卫视,https://live.goodiptv.club/api/ghyx.php?id=LiaoNingHD_6000
重庆卫视,https://live.goodiptv.club/api/ghyx.php?id=ChongQingHD_6000
陕西卫视,https://live.goodiptv.club/api/ghyx.php?id=ShanXiHD2_6000
青海卫视,https://live.goodiptv.club/api/ghyx.php?id=QingHaiHD_2000
黑龙江卫视,https://live.goodiptv.club/api/ghyx.php?id=HeiLongJiangHD_6000

北京,#genre#
北京体育休闲BTV-6,https://live.goodiptv.club/api/ghyx.php?id=BTVjishiHD_6000
北京卡酷BTV-10,https://live.goodiptv.club/api/ghyx.php?id=BTV10HD_2000
北京影视BTV-4,https://live.goodiptv.club/api/ghyx.php?id=BTV4HD_6000
北京文艺BTV-2,https://live.goodiptv.club/api/ghyx.php?id=BTVwenyiHD_6000
北京新闻BTV-9,https://live.goodiptv.club/api/ghyx.php?id=BTV9HD_6000
北京生活BTV-7,https://live.goodiptv.club/api/ghyx.php?id=BTV7HD_2000
北京生活BTV-7,https://live.goodiptv.club/api/ghyx.php?id=BTVShengHuoHD_6000
北京科教BTV-3,https://live.goodiptv.club/api/ghyx.php?id=BTV3HD_2000
北京科教BTV-3,https://live.goodiptv.club/api/ghyx.php?id=BTVKeJiaoHD_6000
北京财经BTV-5,https://live.goodiptv.club/api/ghyx.php?id=BTV5HD_2000
北京财经BTV-5,https://live.goodiptv.club/api/ghyx.php?id=BTVCaiJingHD_6000
北京青年BTV-8,https://live.goodiptv.club/api/ghyx.php?id=BTV8HD_2000
北京青年BTV-8,https://live.goodiptv.club/api/ghyx.php?id=BTVQingNianHD_6000

港澳台,#genre#
中视购物,https://live.goodiptv.club/api/ghyx.php?id=ZhongShiGouWuHD_2000
