
4K频道,#genre#
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=dongnanHD
东方卫视,https://live.goodiptv.club/api/cqyx.php?id=shanghaiHD
云南卫视,https://live.goodiptv.club/api/cqyx.php?id=yunnanSD
兵团卫视,https://live.goodiptv.club/api/cqyx.php?id=bingtuanSD
内蒙古卫视,https://live.goodiptv.club/api/cqyx.php?id=neimengkuSD
北京卫视,https://live.goodiptv.club/api/cqyx.php?id=beijingHD
吉林卫视,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
四川卫视,https://live.goodiptv.club/api/cqyx.php?id=sichuanHD
天津卫视,https://live.goodiptv.club/api/cqyx.php?id=tianjinHD
宁夏卫视,https://live.goodiptv.club/api/cqyx.php?id=ningxia
安徽卫视,https://live.goodiptv.club/api/cqyx.php?id=anhuiSD
山东教育卫视,https://live.goodiptv.club/api/cqyx.php?id=sdjiaoyuSD
山西卫视,https://live.goodiptv.club/api/cqyx.php?id=shanxiSD
广东卫视,https://live.goodiptv.club/api/cqyx.php?id=guangdongHD
广西卫视,https://live.goodiptv.club/api/cqyx.php?id=guangxiHD
新疆卫视,https://live.goodiptv.club/api/cqyx.php?id=xinjiangSD
江苏卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangsuHD
江西卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangxiHD
河北卫视,https://live.goodiptv.club/api/cqyx.php?id=hebeiSD
河南卫视,https://live.goodiptv.club/api/cqyx.php?id=henanHD
浙江卫视,https://live.goodiptv.club/api/cqyx.php?id=zhejiangHD
海南卫视,https://live.goodiptv.club/api/cqyx.php?id=hainanSD
深圳卫视,https://live.goodiptv.club/api/cqyx.php?id=shenzhenHD
湖北卫视,https://live.goodiptv.club/api/cqyx.php?id=hubeiSD
湖南卫视,https://live.goodiptv.club/api/cqyx.php?id=hunanHD
西藏卫视,https://live.goodiptv.club/api/cqyx.php?id=xizangSD
贵州卫视,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
辽宁卫视,https://live.goodiptv.club/api/cqyx.php?id=liaoningHD
重庆卫视,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
青海卫视,https://live.goodiptv.club/api/cqyx.php?id=qinghaiSD
黑龙江卫视,https://live.goodiptv.club/api/cqyx.php?id=heilongjiangHD

北京,#genre#
北京卡酷少儿,https://live.goodiptv.club/api/cqyx.php?id=bjkakuSD
北京纪实科教,https://live.goodiptv.club/api/cqyx.php?id=bjayjsSD

其他,#genre#
CETV-1,https://live.goodiptv.club/api/cqyx.php?id=cetv-1SD
CETV-4,https://live.goodiptv.club/api/cqyx.php?id=cetv-4SD
东方财经,https://live.goodiptv.club/api/cqyx.php?id=dfcj
中华特产,https://live.goodiptv.club/api/cqyx.php?id=techan
中国天气,https://live.goodiptv.club/api/cqyx.php?id=tianqiSD
书画,https://live.goodiptv.club/api/cqyx.php?id=shuhua
优优宝贝,https://live.goodiptv.club/api/cqyx.php?id=youxi
优购物,https://live.goodiptv.club/api/cqyx.php?id=yougouwu
先锋乒羽,https://live.goodiptv.club/api/cqyx.php?id=xianfeng
动漫秀场,https://live.goodiptv.club/api/cqyx.php?id=dmxcHD
发现之旅,https://live.goodiptv.club/api/cqyx.php?id=faxian
四海钓鱼,https://live.goodiptv.club/api/cqyx.php?id=diaoyu
国学频道,https://live.goodiptv.club/api/cqyx.php?id=guoxue
天元围棋,https://live.goodiptv.club/api/cqyx.php?id=weiqi
央广购物,https://live.goodiptv.club/api/cqyx.php?id=yggw
家家购物,https://live.goodiptv.club/api/cqyx.php?id=jjgw
家有购物,https://live.goodiptv.club/api/cqyx.php?id=jygw
快乐垂钓,https://live.goodiptv.club/api/cqyx.php?id=klcdHD
摄影频道,https://live.goodiptv.club/api/cqyx.php?id=sheying
收藏天下,https://live.goodiptv.club/api/cqyx.php?id=soucang
新动漫,https://live.goodiptv.club/api/cqyx.php?id=dongman
早期教育,https://live.goodiptv.club/api/cqyx.php?id=zaojiaoHD
求索纪录,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
法治天地,https://live.goodiptv.club/api/cqyx.php?id=fazhi
游戏风云,https://live.goodiptv.club/api/cqyx.php?id=yxfyHD
爱看导视,https://live.goodiptv.club/api/cqyx.php?id=aikanHD
环球奇观,https://live.goodiptv.club/api/cqyx.php?id=car
环球旅游,https://live.goodiptv.club/api/cqyx.php?id=huanqiulvyou
生态环境,https://live.goodiptv.club/api/cqyx.php?id=shengtai
生活时尚,https://live.goodiptv.club/api/cqyx.php?id=shenghuo
百姓健康,https://live.goodiptv.club/api/cqyx.php?id=jiankangSD
聚鲨环球精选,https://live.goodiptv.club/api/cqyx.php?id=jusha
证券服务,https://live.goodiptv.club/api/cqyx.php?id=jiazheng
财富天下,https://live.goodiptv.club/api/cqyx.php?id=caifu
车迷,https://live.goodiptv.club/api/cqyx.php?id=doxtv
都市剧场,https://live.goodiptv.club/api/cqyx.php?id=dsjcHD
重广融媒,https://live.goodiptv.club/api/cqyx.php?id=cqrongmei
金色学堂,https://live.goodiptv.club/api/cqyx.php?id=jinse
金鹰卡通,https://live.goodiptv.club/api/cqyx.php?id=jinyingSD
靓妆,https://live.goodiptv.club/api/cqyx.php?id=liang
风尚购物,https://live.goodiptv.club/api/cqyx.php?id=fsgw
魅力足球,https://live.goodiptv.club/api/cqyx.php?id=mlzqHD

重庆,#genre#
重庆少儿,https://live.goodiptv.club/api/cqyx.php?id=cqseHD
重庆影视,https://live.goodiptv.club/api/cqyx.php?id=cqyingshiHD
重庆文体娱乐,https://live.goodiptv.club/api/cqyx.php?id=cqwtylHD
重庆新农村,https://live.goodiptv.club/api/cqyx.php?id=cqggncHD
重庆新闻,https://live.goodiptv.club/api/cqyx.php?id=CQTVNewsHD
重庆时尚生活,https://live.goodiptv.club/api/cqyx.php?id=cqssgwHD
重庆汽摩,https://live.goodiptv.club/api/cqyx.php?id=cqcarSD
重庆社会与法,https://live.goodiptv.club/api/cqyx.php?id=CQTVTrendyHD
重庆科教,https://live.goodiptv.club/api/cqyx.php?id=CQTVkejiaoHD
重庆移动,https://live.goodiptv.club/api/cqyx.php?id=mryyHD

港澳台,#genre#
中视购物,https://live.goodiptv.club/api/cqyx.php?id=ysgw
