
4K频道,#genre#
兵团卫视,https://live.goodiptv.club/api/yqgd.php?id=btws
内蒙古卫视,https://live.goodiptv.club/api/yqgd.php?id=nmws
北京卫视,https://live.goodiptv.club/api/yqgd.php?id=bjwshd
吉林卫视,https://live.goodiptv.club/api/yqgd.php?id=jlwshd
四川卫视,https://live.goodiptv.club/api/yqgd.php?id=scwshd
天津卫视,https://live.goodiptv.club/api/yqgd.php?id=tjwshd
宁夏卫视,https://live.goodiptv.club/api/yqgd.php?id=nxws
安徽卫视,https://live.goodiptv.club/api/yqgd.php?id=ahwshd
山东卫视,https://live.goodiptv.club/api/yqgd.php?id=sdwshd
山东教育卫视,https://live.goodiptv.club/api/yqgd.php?id=sdjy
山西卫视,https://live.goodiptv.club/api/yqgd.php?id=sxiwshd
广东卫视,https://live.goodiptv.club/api/yqgd.php?id=gdws
广西卫视,https://live.goodiptv.club/api/yqgd.php?id=gxws
新疆卫视,https://live.goodiptv.club/api/yqgd.php?id=xjws
江苏卫视,https://live.goodiptv.club/api/yqgd.php?id=jswshd
江西卫视,https://live.goodiptv.club/api/yqgd.php?id=jxwshd
河北卫视,https://live.goodiptv.club/api/yqgd.php?id=hbwshd
浙江卫视,https://live.goodiptv.club/api/yqgd.php?id=zjwshd
海南卫视,https://live.goodiptv.club/api/yqgd.php?id=hinws
深圳卫视,https://live.goodiptv.club/api/yqgd.php?id=szwshd
湖北卫视,https://live.goodiptv.club/api/yqgd.php?id=hubwshd
湖南卫视,https://live.goodiptv.club/api/yqgd.php?id=hunwshd
甘肃卫视,https://live.goodiptv.club/api/yqgd.php?id=gsws
西藏卫视,https://live.goodiptv.club/api/yqgd.php?id=xzws
贵州卫视,https://live.goodiptv.club/api/yqgd.php?id=gzws
辽宁卫视,https://live.goodiptv.club/api/yqgd.php?id=lnwshd
重庆卫视,https://live.goodiptv.club/api/yqgd.php?id=cqwshd
青海卫视,https://live.goodiptv.club/api/yqgd.php?id=qhws
黑龙江卫视,https://live.goodiptv.club/api/yqgd.php?id=hljwshd

山西,#genre#
山西公共,https://live.goodiptv.club/api/yqgd.php?id=sxggqy
山西导视,https://live.goodiptv.club/api/yqgd.php?id=sxds
山西影视,https://live.goodiptv.club/api/yqgd.php?id=sxys
山西文体生活,https://live.goodiptv.club/api/yqgd.php?id=sxwtsh
山西社会与法治,https://live.goodiptv.club/api/yqgd.php?id=sxshfz
山西经济,https://live.goodiptv.club/api/yqgd.php?id=sxjjkj
山西黄河,https://live.goodiptv.club/api/yqgd.php?id=sxhh
